#  ID, log_mass_16, log_mass_50, log_mass_84, log_sfr_16, log_sfr_50, log_sfr_84 
# 
24354.0000000 9.6326608 9.7250000 9.9811959 0.7521433 1.2050000 1.4917600
24371.0000000 10.7288925 10.9494603 11.0347580 -0.5698242 0.3588862 1.6078189
24388.0000000 8.9491581 9.1824653 9.3532007 -0.0953164 0.3621826 0.7052242
24407.0000000 9.7096476 9.8297498 9.9169320 -1.9969010 -0.9130000 0.2256232
24496.0000000 10.4137878 10.8030400 11.0949262 0.1329863 2.5096057 2.7594039
24510.0000000 9.7085776 9.8242072 9.9627594 0.5911613 1.0756962 1.4028996
24719.0000000 9.2480668 9.3846390 9.4493176 0.1353802 0.2794388 0.7824769
24778.0000000 10.7532487 10.9930343 11.1115504 0.1386552 1.6900000 1.9262360
24784.0000000 9.0785200 9.1339934 9.3851078 0.1404918 0.3131709 0.8729200
24785.0000000 9.1506424 9.4207417 9.6444205 0.0691792 1.3625478 1.7561974
24813.0000000 9.1658260 9.2722986 9.7117718 0.6610508 0.9817280 1.3780376
24850.0000000 9.0694194 9.2832707 9.3979750 -0.0036643 0.3879454 0.7670904
24861.0000000 9.9162475 10.1100000 10.3535642 -0.4393392 0.2539900 1.2706980
24942.0000000 10.0627280 10.1696814 10.2994194 1.0032713 1.3887669 1.7381504
25027.0000000 9.4207832 9.5067534 9.6854308 0.0321759 0.3224261 0.7264645
25036.0000000 9.5663279 9.8260000 10.1416026 0.8428906 1.5300000 1.6907488
25059.0000000 10.7748000 10.8740028 11.0085169 -5.8429803 -1.1710790 0.1344391
25119.0000000 9.9413783 10.1150000 10.3084955 0.8706914 1.6235594 1.7860973
25136.0000000 9.7114468 9.8555000 9.9970541 0.4651367 0.7650000 1.1417595
25205.0000000 11.2334137 11.4100000 11.5078529 0.8560682 1.1718350 1.6356088
25210.0000000 9.0330512 9.1887767 9.3779544 -0.0567200 0.2938385 0.6285410
25245.0000000 10.4379120 10.5514168 10.7086013 0.5270056 0.9276700 1.2179439
25247.0000000 9.1861286 9.2684810 9.4870433 0.2563883 0.5744588 0.8532320
25249.0000000 10.6920755 10.8536083 10.9671724 -6.1710220 -1.2036964 0.4444777
25269.0000000 9.5778475 9.6467847 9.8745172 0.6222995 0.9474911 1.1824973
25294.0000000 10.6246237 10.7700671 10.9983024 0.9219137 1.7192401 2.1473520
25340.0000000 9.1395287 9.2335000 9.3092783 0.0972555 0.5525200 0.7658095
25372.0000000 9.4156279 9.4940497 9.6549401 0.3926152 0.8562454 1.2491228
25388.0000000 9.0503045 9.1534009 9.2663951 -0.6583720 -0.1813812 0.2955600
25405.0000000 8.9711160 9.3715000 9.6419011 -2.9734799 -0.1209041 0.9330232
25464.0000000 10.8202333 10.8981000 11.0332673 -9.7605363 -0.8988143 0.2021738
25488.0000000 10.8876834 10.9477000 11.1276001 -0.9330798 -0.2458666 0.8167893
25564.0000000 9.0938471 9.2062155 9.3664810 -1.1680061 -0.3000000 0.6156674
25572.0000000 10.7184828 10.8210000 10.9526561 0.6574024 1.0358417 1.6952589
25680.0000000 9.4767187 9.6537076 9.7790424 -1.3165362 -0.1300000 1.0850400
25793.0000000 9.6451217 9.8250000 9.8743625 0.0736066 0.5750518 0.8442708
26038.0000000 9.3363624 9.4769465 9.6822450 0.0079481 0.4410212 1.4435586
26091.0000000 10.2969481 10.3400000 10.4835226 1.0631838 1.4859139 1.7808504
26172.0000000 10.0231596 10.1856813 10.2896550 -0.2511970 0.1331624 0.8961280
26184.0000000 9.9238974 10.1371421 10.3006811 0.8858341 1.4397254 1.7224800
26254.0000000 9.7320816 9.7950000 10.0181148 1.1234780 1.2100000 1.3793304
26299.0000000 9.8933324 10.0936509 10.3119600 0.7263518 1.2468911 1.6402480
26344.0000000 9.4857883 9.5377736 9.8081386 0.5563978 0.8110273 1.1294664
26396.0000000 8.9616760 9.1230000 9.2417077 -0.0931220 0.2837534 0.6097891
26397.0000000 9.7064051 9.8966667 10.2699969 1.3743849 1.7478358 1.8587280
26475.0000000 9.4066877 9.4895000 9.6679067 0.4416551 0.7280858 0.9424947
26490.0000000 8.8755738 9.0283186 9.2439204 0.2478231 0.4604468 0.6799144
26534.0000000 10.7949018 10.8915009 11.0152669 -6.7032498 -1.6400000 -1.0612512
26599.0000000 8.7941041 8.9979823 9.1581085 -0.1542847 0.2413267 0.6074971
26604.0000000 9.0327116 9.1142435 9.3205492 -0.0512146 0.1819846 0.5569546
26617.0000000 9.5226478 9.6585000 9.8712293 0.5545283 0.9670000 1.1088620
26646.0000000 9.4070968 9.4701797 9.5943497 0.3464351 0.8868854 1.1902388
26721.0000000 9.9700714 10.0765139 10.3436623 0.3688691 0.8491042 1.1689863
26754.0000000 10.8843306 11.0940396 11.1958430 1.4469267 1.8500000 2.0302462
