# ID    tau_v16   tau_v50   tau_v84   age_mw16   age_mw50   age_mw84   Mstar16   Mstar50   Mstar84   SFR16_7   SFR50_7   SFR84_7   SFR16_8   SFR50_8   SFR84_8 Av Av_std 
  22312         0.302   0.302   0.302   7.925   7.925   7.925   8.372   8.372   8.382 0.227   0.227   0.237 0.237   0.237   0.247 0.13 0.00397985866583 
  22343         1.102   1.587   2.177   9.025   9.125   9.225   9.922   9.947   10.010 0.367   0.482   0.672 0.372   0.492   0.682 0.4025 0.0118792087279 
  22371         2.317   2.317   2.317   8.825   8.825   8.825   10.880   10.880   10.880 1.842   1.847   1.847 1.852   1.857   1.857 1.5725 0.0332907584774 
  22385         1.747   2.342   2.927   8.675   8.825   8.875   10.120   10.140   10.200 1.097   1.122   1.167 1.107   1.137   1.197 0.775 0.0185839144154 
  22456         2.392   3.037   3.472   8.925   9.075   9.175   10.480   10.540   10.590 1.167   1.212   1.307 1.172   1.217   1.307 1.9875 0.0411667049932 
  22632         1.242   1.242   1.242   8.275   8.275   8.275   8.822   8.832   8.842 0.322   0.332   0.337 0.332   0.342   0.347 0.495 0.0115311361105 
  22697         0.932   1.087   2.032   8.925   8.925   9.075   9.132   9.152   9.167 0.343   0.018   0.007 0.333   0.013   0.012 0.6075 0.0132503773531 
  22727         2.877   2.877   2.877   8.925   8.925   8.925   9.022   9.022   9.022 0.063   0.063   0.063 0.058   0.058   0.058 0.1825 0.00495126246527 
  22795         3.462   3.462   3.462   9.125   9.125   9.125   10.150   10.160   10.160 0.358   0.353   0.348 0.348   0.343   0.338 1.7825 0.0333068532738 
  22804         0.537   0.537   1.102   8.675   8.825   8.825   9.247   9.292   9.297 0.247   0.262   0.327 0.252   0.267   0.337 0.0775 0.00407852914664 
  22833         0.367   0.367   3.722   8.575   8.975   8.975   9.512   9.532   9.622 0.383   0.368   0.882 0.383   0.368   0.887 1.415 0.0275515784484 
  22834         2.462   2.462   2.462   8.625   8.625   8.625   10.440   10.450   10.450 0.677   0.682   0.682 0.692   0.697   0.697 1.25625 0.0238309562334 
  22847         3.617   3.617   3.617   9.575   9.575   9.575   10.520   10.520   10.530 0.398   0.393   0.388 0.383   0.378   0.373 0.305 0.00630289417649 
  22857         0.837   1.552   4.757   8.925   9.025   9.125   9.902   9.962   10.030 0.652   0.737   0.782 0.667   0.737   0.787 0.4675 0.0124263832228 
  22919         3.917   3.917   3.917   9.275   9.275   9.275   11.090   11.090   11.090 0.492   0.492   0.492 0.507   0.507   0.507 3.1575 0.0582523081088 
  23053         1.002   1.872   1.872   8.375   8.375   8.825   9.937   9.947   10.040 1.017   1.387   1.402 1.027   1.387   1.402 0.725 0.0170697070859 
  23086         1.597   1.597   2.782   8.075   8.125   8.825   8.967   8.977   9.127 0.567   0.667   0.772 0.572   0.672   0.772 0.78 0.0191052113309 
  23156         0.357   0.357   0.357   9.025   9.025   9.025   9.407   9.407   9.407 0.042   0.042   0.042 0.057   0.057   0.057 0.1625 0.00361505186685 
  23250         1.062   1.767   1.892   9.325   9.325   9.425   9.817   9.837   9.867 0.118   0.147   0.167 0.108   0.157   0.177 0.9325 0.0210139810602 
  23316         2.312   3.447   3.447   8.825   8.825   9.275   10.060   10.080   10.210 0.012   0.477   0.682 0.022   0.477   0.697 1.475 0.0286141900986 
  23351         2.522   2.522   2.522   8.875   8.875   8.875   9.627   9.632   9.642 0.477   0.482   0.492 0.492   0.497   0.507 1.125 0.0219970816246 
  23441         3.057   3.137   3.422   8.925   9.025   9.075   10.260   10.300   10.390 1.057   1.072   1.097 1.062   1.087   1.102 1.79 0.0363049431896 
  23451         1.807   2.522   3.897   8.425   8.625   8.775   9.207   9.262   9.317 0.117   0.432   0.572 0.407   0.477   0.737 0.3825 0.0105962776483 
  23491         1.212   1.872   3.152   9.175   9.225   9.475   9.697   9.712   10.040 1.268   1.068   0.208 1.253   1.058   0.198 0.2875 0.00549485896088 
  23570         4.452   4.452   4.452   8.125   8.125   8.125   9.202   9.212   9.212 0.877   0.887   0.887 0.882   0.892   0.892 0.87 0.0178528401102 
  23579         1.952   1.952   1.952   9.475   9.475   9.475   10.570   10.570   10.580 0.323   0.318   0.308 0.313   0.308   0.298 1.2725 0.023632102636 
  23685         0.267   0.267   3.082   8.425   8.825   8.825   9.417   9.497   9.507 0.482   0.492   0.802 0.487   0.497   0.807 0.4825 0.0106017970175 
  23720         0.707   1.137   2.887   8.525   8.675   8.725   8.982   9.067   9.082 0.182   0.197   0.257 0.192   0.202   0.272 0.3825 0.0104132355683 
  23761         2.222   3.142   4.117   9.075   9.275   9.275   10.580   10.710   10.770 0.547   0.727   0.942 0.557   0.742   0.952 2.02 0.038891883472 
  23795         2.487   2.487   2.487   9.325   9.325   9.325   10.470   10.470   10.480 0.098   0.093   0.083 0.088   0.083   0.073 0.1375 0.00349025428873 
  23817         1.282   1.282   1.282   7.975   7.975   7.975   8.952   8.957   8.967 0.792   0.802   0.812 0.797   0.807   0.817 0.6075 0.0140312606347 
  23844         3.822   3.822   3.822   8.525   8.525   8.525   9.452   9.457   9.462 0.752   0.757   0.762 0.757   0.762   0.767 0.355 0.00918218928143 
  23851         0.292   0.407   0.407   8.475   8.475   8.575   8.767   8.777   8.897 0.112   0.147   0.157 0.117   0.152   0.162 0.09 0.00412884971875 
  23855         2.342   3.392   3.967   8.425   8.875   8.925   9.927   10.040   10.120 0.842   1.067   1.307 0.847   1.067   1.312 2.175 0.0435666799286 
  23882         1.737   2.567   4.167   9.075   9.125   9.275   9.522   9.617   9.657 0.453   0.117   0.227 0.443   0.127   0.232 0.9025 0.0189891416341 
  239         0.142   0.212   0.212   9.025   9.025   9.275   9.237   9.252   9.387 0.018   0.012   0.027 0.018   0.012   0.027 0.1425 0.00317954006108 
  23903         0.407   0.632   0.632   8.125   8.125   8.475   8.842   8.847   8.967 0.347   0.527   0.532 0.352   0.532   0.537 0.28 0.0082989080607 
  23927         2.562   2.837   2.837   8.875   9.225   9.225   10.220   10.270   10.300 0.732   0.747   0.832 0.737   0.752   0.842 0.9875 0.0214145388697 
  23941         3.267   3.267   3.267   8.075   8.075   8.075   9.107   9.107   9.117 0.812   0.812   0.817 0.822   0.822   0.827 0.78 0.0156716136693 
  24066         0.407   0.407   0.407   8.075   8.075   8.075   8.717   8.727   8.737 0.412   0.432   0.442 0.427   0.447   0.457 0.3025 0.00667851031294 
  24130         1.272   2.357   2.357   9.425   9.475   9.475   10.770   10.950   10.960 0.358   0.432   0.437 0.338   0.437   0.442 0.085 0.00203346994077 
  24144         0.407   1.387   1.417   8.775   8.875   8.875   9.172   9.202   9.217 0.233   0.077   0.127 0.047   0.102   0.237 0.8725 0.0173105018703 
  24185         0.932   1.122   2.242   9.075   9.125   9.225   10.260   10.310   10.360 0.787   0.892   0.967 0.792   0.902   0.977 0.3975 0.0107931587128 
  24257         2.057   4.317   4.317   8.675   8.725   8.725   9.497   9.542   9.557 0.587   0.602   0.632 0.592   0.607   0.642 0.265 0.00766697300113 
  24313         0.527   0.527   0.527   9.125   9.125   9.125   9.877   9.877   9.887 0.477   0.477   0.487 0.477   0.477   0.487 0.0625 0.00223483220847 
  24316         0.792   2.147   3.787   8.675   8.875   9.025   10.250   10.280   10.340 0.867   1.202   1.382 0.877   1.227   1.387 0.9725 0.0208157842754 
  24336         0.387   0.387   0.387   8.975   8.975   8.975   8.992   8.997   9.002 1.103   1.098   1.093 1.098   1.093   1.088 0.045 0.00138089644796 
  24348         2.637   2.637   2.637   9.275   9.275   9.275   10.960   10.970   10.970 0.042   0.047   0.052 0.052   0.057   0.062 1.3125 0.0244599550286 
  24354         3.287   3.287   3.287   8.875   8.875   8.875   10.450   10.460   10.460 1.352   1.387   1.387 1.357   1.387   1.387 1.775 0.0372139100337 
  24355         0.932   0.932   1.447   8.375   8.475   8.475   9.702   9.782   9.787 1.032   1.162   1.162 1.047   1.172   1.172 0.8475 0.0166016685908 
  24372         3.662   3.662   3.662   9.125   9.125   9.125   10.940   10.950   10.950 0.337   0.347   0.347 0.352   0.362   0.362 1.47 0.0274120520939 
  24389         0.077   0.077   0.077   9.225   9.225   9.225   9.317   9.317   9.322 0.028   0.028   0.023 0.023   0.023   0.018 0.0525 0.00150332963784 
  24408         0.202   0.202   0.202   9.275   9.275   9.275   9.652   9.662   9.667 1.273   1.263   1.258 1.263   1.253   1.248 0.0625 0.00158192920196 
  24497         4.347   4.347   4.347   8.025   8.025   8.025   11.110   11.110   11.110 2.887   2.887   2.887 2.897   2.897   2.897 1.8825 0.0350897292666 
  24511         1.017   2.562   4.212   8.825   8.975   9.125   9.807   9.872   9.927 0.272   0.627   0.827 0.282   0.637   0.827 0.9375 0.0200765902234 
  24720         3.667   3.667   3.667   8.575   8.575   8.575   9.152   9.157   9.162 0.407   0.412   0.417 0.412   0.417   0.422 0.2675 0.00594423249882 
  24779         1.917   1.917   1.937   9.325   9.325   9.325   11.070   11.130   11.130 1.327   1.342   1.342 1.332   1.347   1.347 1.375 0.0271453752967 
  24785         0.187   0.187   0.187   8.725   8.725   8.725   9.057   9.062   9.067 0.202   0.207   0.212 0.202   0.207   0.212 0.085 0.00260576284416 
  24786         0.882   0.882   1.007   7.825   8.625   8.625   8.967   9.132   9.142 0.267   0.277   0.957 0.277   0.287   0.957 0.9675 0.0192320533225 
  24814         1.912   1.912   1.912   8.425   8.425   8.425   9.227   9.237   9.242 0.897   0.907   0.912 0.897   0.907   0.912 0.685 0.0176230672699 
  24851         1.117   1.277   2.392   8.875   9.025   9.075   9.157   9.187   9.252 0.198   0.128   0.037 0.178   0.068   0.057 0.5475 0.0142840566717 
  24862         3.877   3.877   4.277   9.225   9.225   9.225   10.340   10.350   10.450 1.263   0.703   0.693 1.248   0.693   0.683 2.0875 0.0385285232004 
  24943         2.032   2.252   2.932   8.725   8.775   8.925   10.240   10.270   10.310 0.637   1.262   1.312 0.642   1.267   1.322 1.3475 0.027892362754 
  25         0.062   0.062   4.792   8.425   9.275   9.275   9.247   9.632   9.647 0.083   0.068   1.462 0.073   0.058   0.837 1.6625 0.0341237728717 
  25028         1.262   1.262   1.262   8.625   8.625   8.625   9.367   9.377   9.377 0.182   0.192   0.192 0.482   0.492   0.492 0.425 0.00927838752155 
  25037         1.932   2.772   3.537   8.575   8.675   8.775   10.090   10.100   10.140 1.097   1.292   1.322 1.107   1.302   1.337 1.92 0.036727137106 
  25060         3.707   3.707   3.707   9.175   9.175   9.175   10.990   11.000   11.000 0.322   0.332   0.332 0.332   0.342   0.342 1.62625 0.0303514723696 
  25120         2.447   2.447   2.667   8.525   8.625   8.625   10.280   10.290   10.310 1.372   1.402   1.417 1.377   1.497   1.512 1.8675 0.0375923542758 
  25137         2.867   4.982   4.982   8.575   8.825   8.825   9.712   9.727   9.747 0.033   0.018   0.962 1.037   1.317   1.327 0.88 0.0162832882122 
  25206         2.307   2.307   3.547   9.075   9.075   9.325   11.260   11.270   11.470 0.427   0.872   0.887 0.442   0.877   0.892 0.745 0.0146735442208 
  25211         0.087   0.107   0.107   9.175   9.175   9.325   9.247   9.257   9.357 0.223   0.208   0.083 0.193   0.178   0.083 0.0275 0.00131343062245 
  25246         0.907   1.087   1.237   9.275   9.475   9.475   10.470   10.550   10.560 0.722   0.767   0.772 0.727   0.772   0.777 0.1925 0.00680870582416 
  25248         0.787   1.257   1.257   8.625   8.625   8.775   9.212   9.217   9.257 0.152   0.162   0.232 0.167   0.177   0.237 0.2025 0.00723751338513 
  25250         1.412   1.412   1.412   9.375   9.375   9.375   10.990   11.000   11.000 0.583   0.573   0.573 0.568   0.558   0.558 0.8325 0.0153876663273 
  25270         0.792   1.827   2.262   8.675   8.775   8.825   9.602   9.637   9.662 0.447   0.637   0.807 0.462   0.642   0.812 0.88 0.0195561601548 
  25295         2.327   2.327   2.997   9.025   9.025   9.175   10.930   10.930   11.010 1.392   1.552   1.552 1.402   1.567   1.567 1.7625 0.0348992421121 
  25341         0.422   1.042   2.472   8.475   8.675   8.725   9.022   9.092   9.107 0.187   0.252   0.387 0.202   0.252   0.392 0.3825 0.0105649372928 
  25373         0.957   0.957   1.932   8.425   8.525   8.575   9.462   9.522   9.537 0.732   0.827   0.837 0.742   0.832   0.847 0.83 0.0184726148663 
  25389         0.452   0.452   1.012   8.075   8.525   8.525   8.392   8.562   8.567 0.183   0.173   0.132 0.173   0.163   0.132 0.455 0.0110673438548 
  25406         2.302   2.302   2.302   8.525   8.525   8.525   9.592   9.612   9.622 0.842   0.862   0.872 0.847   0.867   0.877 1.405 0.0275989035108 
  25465         0.372   0.372   0.372   9.125   9.125   9.125   10.630   10.640   10.650 0.443   0.438   0.428 0.428   0.423   0.413 0.3025 0.00572743179794 
  25489         3.887   3.887   3.887   9.025   9.025   9.025   10.860   10.870   10.870 0.152   0.157   0.162 0.167   0.172   0.177 0.71 0.0133878452336 
  25565         3.427   3.427   3.427   8.875   8.875   8.875   8.602   8.612   8.622 1.568   1.558   1.548 1.568   1.558   1.548 0.26 0.00499834722683 
  25573         3.047   3.047   3.047   9.075   9.075   9.075   10.890   10.890   10.890 1.232   1.232   1.237 1.242   1.242   1.247 1.095 0.0230589998699 
  25681         0.557   0.557   0.557   9.175   9.175   9.175   9.532   9.537   9.552 1.203   1.198   1.183 1.188   1.183   1.168 0.16 0.00329308366125 
  25794         1.997   2.252   3.582   8.975   9.075   9.125   9.782   9.792   9.817 0.432   0.537   0.657 0.437   0.542   0.662 1.3525 0.0273417606419 
  2583         0.747   2.122   2.377   8.275   8.975   9.025   9.577   9.712   9.742 0.777   1.047   1.477 0.547   0.827   1.307 0.3125 0.014821669103 
  26039         0.452   0.452   0.452   8.825   8.825   8.825   9.357   9.362   9.362 0.288   0.283   0.283 0.278   0.273   0.273 0.2475 0.00493805629778 
  26092         1.152   1.152   2.907   8.825   8.825   8.825   10.340   10.350   10.370 1.257   1.282   1.292 1.272   1.292   1.302 0.6225 0.0142541362418 
  26173         1.037   1.242   4.787   9.075   9.175   9.225   10.120   10.130   10.160 0.323   0.298   0.027 0.308   0.293   0.032 1.075 0.0201481785777 
  26185         2.257   2.627   3.977   8.875   8.925   9.025   10.170   10.220   10.280 0.942   1.017   1.082 0.947   1.027   1.087 1.52 0.0319184899392 
  26255         0.562   0.877   0.947   8.275   8.425   8.675   9.692   9.712   9.872 0.987   1.062   1.267 0.992   1.072   1.277 0.1875 0.00769492527579 
  26300         2.547   2.852   3.542   8.875   8.975   9.225   10.240   10.320   10.370 0.892   1.022   1.122 0.907   1.027   1.127 1.8075 0.0360924161009 
  26345         0.702   2.147   3.292   8.375   8.525   8.725   9.457   9.502   9.557 0.587   0.782   0.887 0.597   0.792   0.892 0.63 0.0138681325347 
  26397         1.177   1.177   1.177   8.775   8.775   8.775   8.942   8.942   8.942 0.012   0.012   0.012 0.017   0.017   0.017 0.1225 0.00447498324019 
  26398         1.702   2.027   3.377   8.725   9.325   9.325   10.140   10.350   10.380 0.332   0.357   1.297 1.057   1.502   1.522 1.6675 0.0345349138554 
  26476         0.997   2.972   4.737   8.425   8.575   8.675   9.417   9.452   9.487 0.532   0.722   0.802 0.542   0.722   0.812 0.705 0.0146889916264 
  26491         0.407   0.407   0.407   8.075   8.075   8.075   8.757   8.757   8.757 0.467   0.467   0.467 0.482   0.482   0.482 0.3025 0.0067842667253 
  26535         1.797   1.797   1.797   9.325   9.325   9.325   11.040   11.050   11.050 0.117   0.122   0.122 0.127   0.132   0.132 1.17 0.0218869704391 
  26600         0.932   3.462   4.122   9.025   9.175   9.425   9.052   9.067   9.092 0.853   0.223   1.057 0.208   0.082   0.387 0.9275 0.0257613562337 
  26605         0.327   0.327   0.327   8.925   8.925   8.925   9.057   9.067   9.067 0.007   0.017   0.017 0.007   0.017   0.017 0.1475 0.0036690427907 
  26618         2.467   3.987   3.987   8.775   9.025   9.025   9.662   9.682   9.697 1.018   0.218   0.198 1.003   0.213   0.188 1.3625 0.0250894121095 
  26647         0.342   0.417   2.802   8.575   9.125   9.125   9.362   9.377   9.452 0.558   0.528   0.657 0.538   0.377   0.792 0.08 0.00197668282737 
  267         2.517   2.517   2.697   8.825   8.875   8.975   10.230   10.280   10.300 1.072   1.112   1.132 1.077   1.122   1.142 2.0375 0.0409616512729 
  26722         1.732   2.107   2.157   9.025   9.325   9.325   10.230   10.320   10.380 0.522   0.732   0.867 0.532   0.742   0.872 1.9225 0.0366372334518 
  26755         1.382   2.347   3.127   9.025   9.075   9.225   11.000   11.060   11.080 1.192   1.327   1.347 1.197   1.332   1.352 0.815 0.0167913809736 
  2697         1.462   2.172   2.172   8.725   8.725   9.075   9.942   9.957   10.050 0.872   1.057   1.077 0.872   1.057   1.077 0.6425 0.0172878071195 
  274         0.802   1.552   2.242   8.825   8.875   9.025   9.932   9.962   10.090 0.792   0.852   0.912 0.797   0.852   0.917 0.78 0.0177735449475 
  2784         0.437   0.437   0.437   8.825   8.825   8.825   9.407   9.417   9.422 0.427   0.432   0.437 0.432   0.437   0.442 0.12 0.0046002717311 
  2793         3.522   3.522   3.522   8.775   8.775   8.775   10.520   10.540   10.550 0.997   1.017   1.022 1.002   1.022   1.027 1.9275 0.0367585537664 
  2862         2.042   2.042   2.042   9.125   9.125   9.125   10.510   10.520   10.520 0.222   0.227   0.227 0.237   0.242   0.242 1.2075 0.0227288121115 
  2903         0.987   0.987   2.537   8.675   8.775   8.775   9.532   9.552   9.577 0.367   0.392   0.732 0.372   0.397   0.737 0.4625 0.0113770064165 
  2921         1.682   2.592   3.717   8.775   8.825   9.075   10.150   10.170   10.230 0.792   1.032   1.067 0.792   1.037   1.067 1.905 0.0358043907922 
  2976         0.497   1.857   2.802   8.375   8.525   8.825   9.717   9.782   9.862 0.862   1.032   1.132 0.862   1.042   1.137 0.405 0.0122727177104 
  300         0.312   2.072   3.862   8.975   9.025   9.125   9.997   10.080   10.130 0.197   0.692   0.882 0.197   0.702   0.887 0.69 0.0162644358955 
  3315         0.577   0.577   0.577   8.425   8.425   8.425   9.032   9.042   9.047 0.407   0.417   0.422 0.412   0.422   0.427 0.3 0.00727388994968 
  3336         0.002   0.002   0.002   7.075   7.075   7.075   7.002   7.002   7.002 2.998   2.998   2.998 2.998   2.998   2.998 0.145 0.00410614174134 
  3371         0.512   0.512   1.222   9.175   9.275   9.275   10.030   10.050   10.060 0.813   0.803   0.508 0.803   0.793   0.503 0.8475 0.0172063389482 
  3404         0.827   1.577   1.922   8.725   8.775   8.975   10.040   10.060   10.130 0.892   1.067   1.197 0.902   1.067   1.197 0.6075 0.0158562795132 
  3412         0.147   0.147   0.147   9.325   9.325   9.325   9.242   9.242   9.247 0.513   0.513   0.508 0.503   0.503   0.498 0.0225 0.00121346610995 
  3432         0.222   2.202   2.527   8.225   8.775   9.075   8.902   8.982   9.092 0.278   0.032   0.472 0.268   0.032   0.482 0.795 0.0181497493096 
  344         0.087   0.097   0.227   8.675   8.775   9.125   9.317   9.347   9.357 0.423   0.152   0.187 0.157   0.182   0.757 0.0175 0.00123405834546 
  3451         3.157   4.287   4.287   8.325   8.325   8.475   8.817   8.832   8.857 0.292   0.312   0.432 0.297   0.317   0.432 0.3475 0.0078993971289 
  3458         0.087   0.227   0.302   8.775   8.825   9.125   9.382   9.402   9.587 0.177   0.207   0.707 0.192   0.302   0.337 0.155 0.00552867750913 
  3591         0.227   0.807   0.907   8.925   9.325   9.425   9.222   9.292   9.432 0.013   0.482   0.522 0.003   0.447   0.477 0.6025 0.0138627297095 
  3631         5.092   5.092   5.092   8.075   8.075   8.075   9.087   9.097   9.102 0.422   0.432   0.442 0.832   0.842   0.847 0.45 0.00905640105119 
  3647         3.662   3.662   3.662   9.375   9.375   9.375   11.330   11.330   11.340 0.402   0.402   0.407 0.417   0.417   0.422 1.8275 0.0339055806616 
  3653         0.327   0.327   0.327   8.725   8.725   8.725   9.182   9.187   9.197 0.292   0.302   0.307 0.292   0.302   0.307 0.1475 0.00408686921738 
  3683         1.702   1.862   2.852   8.775   8.925   9.075   10.170   10.230   10.330 0.972   1.097   1.177 0.987   1.102   1.182 0.7075 0.0178644227447 
  3707         0.467   0.467   0.467   8.725   8.725   8.725   9.247   9.257   9.257 0.332   0.337   0.337 0.342   0.347   0.347 0.2525 0.00594417992662 
  3767         0.927   0.927   0.927   9.225   9.225   9.225   10.460   10.460   10.470 0.458   0.458   0.448 0.443   0.443   0.433 0.54125 0.0101239764915 
  3811         0.867   0.867   0.867   8.325   8.325   8.325   8.662   8.662   8.672 0.097   0.097   0.107 0.112   0.112   0.122 0.1725 0.00538353740583 
  3871         0.522   2.692   2.692   8.175   8.275   8.275   8.822   8.827   8.832 0.933   0.928   0.457 0.457   0.842   0.852 0.325 0.00757069844862 
  40         0.622   0.677   3.097   8.975   9.125   9.175   10.260   10.320   10.370 0.857   0.922   1.112 0.867   0.932   1.122 0.5225 0.0142194549825 
  4056         1.457   1.457   1.457   8.275   8.275   8.275   8.877   8.892   8.902 0.407   0.422   0.432 0.407   0.422   0.432 0.63 0.0139113263207 
  4062         3.622   3.622   3.622   9.275   9.275   9.275   11.190   11.190   11.190 0.322   0.322   0.327 0.337   0.337   0.342 2.4125 0.0444962164122 
  407         2.062   2.062   2.062   9.225   9.225   9.225   9.347   9.357   9.362 1.253   1.243   1.238 1.248   1.238   1.233 0.155 0.0032749961832 
  4171         1.857   2.572   2.572   9.075   9.175   9.175   10.690   10.700   10.730 1.307   1.327   1.352 1.312   1.332   1.357 1.0825 0.0248085967963 
  4187         0.887   0.887   2.907   8.225   8.225   8.325   9.592   9.602   9.742 1.147   1.157   1.237 1.157   1.167   1.237 0.61 0.0132053729595 
  4216         2.002   3.047   3.047   9.075   9.075   9.225   11.180   11.190   11.270 1.447   1.537   1.552 1.462   1.547   1.562 1.095 0.0230497158334 
  4348         2.162   2.752   3.597   8.925   9.125   9.175   10.410   10.510   10.550 0.667   0.777   0.867 0.677   0.782   0.877 1.0975 0.0221632866471 
  4376         5.192   5.192   5.192   9.025   9.025   9.025   11.050   11.050   11.050 1.867   1.867   1.867 1.867   1.867   1.867 2.0525 0.0398932384622 
  4459         4.222   4.222   4.222   9.325   9.325   9.325   10.180   10.190   10.190 0.753   0.748   0.743 0.738   0.733   0.728 0.555 0.0105403166461 
  4529         0.002   0.002   0.002   7.075   7.075   7.075   7.002   7.002   7.002 2.998   2.998   2.998 2.998   2.998   2.998 4.17625 0.0797857719145 
  4589         0.087   0.482   1.927   8.475   8.925   8.975   9.032   9.177   9.207 0.053   0.062   0.317 0.043   0.062   0.332 0.0675 0.00323061526648 
  4608         2.662   3.227   3.227   9.175   9.175   9.225   11.070   11.080   11.090 0.877   1.202   1.212 0.882   1.202   1.212 1.4875 0.0289205376852 
  4644         2.112   2.837   4.152   8.975   9.125   9.175   9.722   9.767   9.802 0.187   0.277   0.502 0.197   0.287   0.502 2.31125 0.0458885266161 
  482         3.857   3.857   4.537   8.925   8.925   9.225   10.570   10.580   10.720 0.652   1.532   1.547 0.657   1.532   1.547 2.5725 0.0503660130941 
  499         0.712   0.712   0.712   9.525   9.525   9.525   10.300   10.310   10.320 1.028   1.018   1.013 1.013   1.003   0.998 0.3525 0.00664567528548 
  5012         0.112   0.112   2.337   7.975   8.725   8.725   9.557   9.747   9.762 0.582   0.592   1.362 0.677   0.687   1.372 0.79125 0.0187507939832 
  5068         3.272   3.272   3.272   9.475   9.475   9.475   10.120   10.120   10.130 0.538   0.533   0.528 0.523   0.518   0.513 1.0275 0.0198513853421 
  513         1.697   2.247   3.357   8.625   8.625   8.875   9.947   9.967   10.010 0.892   1.157   1.177 0.902   1.162   1.182 1.6075 0.0329624312665 
  5219         0.927   2.527   3.872   8.725   8.775   8.925   9.607   9.642   9.652 0.517   0.587   0.697 0.532   0.592   0.702 0.5575 0.0143444022183 
  528         1.552   1.552   1.552   8.825   8.825   8.825   11.180   11.180   11.180 1.287   1.287   1.287 1.297   1.297   1.297 1.2625 0.0236013829044 
  533         0.992   0.992   1.282   8.425   8.475   8.475   8.957   8.977   9.002 0.342   0.352   0.362 0.342   0.357   0.372 0.46 0.0106382082608 
  5568         1.047   1.472   3.602   8.975   8.975   9.075   9.417   9.427   9.447 0.057   0.192   0.217 0.062   0.202   0.222 0.4 0.0105531168382 
  570         2.692   2.692   2.692   8.275   8.275   8.275   8.832   8.842   8.847 0.923   0.913   0.908 0.857   0.867   0.872 0.165 0.00330492057393 
  5789         1.172   1.172   1.172   8.975   8.975   8.975   9.337   9.342   9.347 0.143   0.138   0.133 0.143   0.138   0.133 0.3425 0.00772543040872 
  58         0.757   0.757   0.947   8.775   8.925   8.925   10.080   10.100   10.110 0.957   0.972   1.167 0.967   0.982   1.167 0.405 0.010167658285 
  5845         0.077   0.077   1.742   8.925   9.325   9.425   8.972   9.182   9.202 1.428   0.338   0.278 0.338   0.318   0.602 0.8125 0.0150765140202 
  5950         2.057   2.057   2.057   9.275   9.275   9.275   10.270   10.280   10.280 0.888   0.878   0.878 0.873   0.863   0.863 1.225 0.0228427554161 
  601         0.872   1.722   1.722   8.425   8.575   8.575   9.067   9.147   9.152 0.417   0.422   0.457 0.417   0.422   0.467 0.1925 0.00699459791553 
  6141         0.932   1.532   1.532   8.475   8.475   8.475   9.527   9.557   9.557 0.887   0.887   0.927 0.892   0.892   0.932 0.245 0.00906699922797 
  6159         0.852   1.102   1.192   8.375   8.375   8.575   9.387   9.412   9.517 0.762   0.872   0.897 0.767   0.872   0.897 0.65 0.0140224855143 
  6221         1.687   1.687   2.142   9.075   9.175   9.175   11.000   11.110   11.110 1.587   1.587   1.617 1.597   1.597   1.627 1.385 0.0273257072187 
  6401         2.642   2.642   2.642   9.525   9.525   9.525   10.610   10.620   10.620 0.553   0.543   0.538 0.538   0.528   0.523 0.3225 0.00654075492585 
  6665         0.917   0.917   0.917   8.925   8.925   8.925   9.287   9.287   9.292 0.977   0.977   0.982 0.977   0.977   0.982 0.525 0.0138982687771 
  7011         2.312   3.517   3.957   8.875   8.875   9.025   9.972   9.987   10.070 0.018   0.347   0.367 0.003   0.352   0.367 0.64 0.0122505295804 
  7094         0.002   0.002   0.002   7.075   7.075   7.075   7.002   7.002   7.002 2.998   2.998   2.998 2.998   2.998   2.998 0.1625 0.00622795913603 
  7183         2.692   2.692   2.737   8.875   9.125   9.125   10.950   11.190   11.190 1.832   1.832   1.857 1.832   1.832   1.862 1.65 0.0339481236595 
  7195         1.432   1.432   1.432   9.075   9.075   9.075   10.830   10.830   10.840 1.147   1.147   1.157 1.157   1.157   1.167 0.57 0.0133272005688 
  7219         0.002   0.002   0.002   7.075   7.075   7.075   7.002   7.002   7.002 2.998   2.998   2.998 2.998   2.998   2.998 1.7575 0.0324992630686 
  744         1.027   1.042   2.377   8.575   8.925   9.425   9.972   10.060   10.230 0.468   0.952   1.202 0.832   0.957   1.207 0.915 0.0196875715872 
  7603         0.367   0.367   4.187   7.925   8.425   8.425   8.877   8.887   8.922 0.623   0.613   0.777 0.572   0.582   0.787 0.86 0.0153147796262 
  7649         0.517   1.392   4.227   8.625   8.875   8.975   9.332   9.362   9.432 0.172   0.277   0.532 0.187   0.287   0.537 0.5925 0.0131087861757 
  7764         1.042   1.487   2.392   8.725   8.725   8.875   9.262   9.282   9.332 0.043   0.052   0.217 0.017   0.057   0.232 0.5275 0.011825307607 
  7772         1.027   1.202   3.787   8.775   8.925   9.025   9.557   9.592   9.657 0.282   0.447   0.582 0.292   0.512   0.607 0.5825 0.013404233473 
  7837         1.252   1.252   2.457   8.875   8.875   8.875   10.450   10.450   10.480 1.342   1.347   1.372 1.352   1.357   1.382 0.6175 0.0142261941502 
  7886         1.467   2.427   3.332   9.225   9.275   9.475   10.680   10.740   10.860 0.637   0.812   0.962 0.642   0.827   0.972 0.78 0.0166048328808 
