# ID dust:Av_16 dust:Av_median dust:Av_84 dblplaw:tau_16 dblplaw:tau_median dblplaw:tau_84 dblplaw:beta_16 dblplaw:beta_median dblplaw:beta_84 dblplaw:metallicity_16 dblplaw:metallicity_median dblplaw:metallicity_84 dblplaw:massformed_16 dblplaw:massformed_median dblplaw:massformed_84 dblplaw:alpha_16 dblplaw:alpha_median dblplaw:alpha_84 redshift_16 redshift_median redshift_84 UVcolour_16 UVcolour_median UVcolour_84 VJcolour_16 VJcolour_median VJcolour_84 tmw_16 tmw_median tmw_84 sfr_16 sfr_median sfr_84 mstar_liv_16 mstar_liv_median mstar_liv_84 z_input global_log_evidence global_log_evidence_err min_chisq_reduced
2.976000000000000000e+03 3.885524335747413405e-01 4.870349718715378251e-01 5.860534238921338845e-01 4.559555426785782295e+00 4.894188701701034816e+00 5.182600477301405384e+00 1.958188748040548788e+01 9.660283490669172579e+01 4.550944413061163800e+02 1.579231180375643140e+00 1.797329091816084246e+00 1.942526257184616911e+00 9.855089749492901063e+00 9.974427660368435866e+00 1.006252453456361273e+01 2.498905668801179938e-02 1.913192528756289812e-01 1.725861888684950163e+00 1.041589736772473795e+00 1.072206663169560370e+00 1.105805668897066107e+00 5.798565646401705465e-01 6.378011921256678818e-01 6.833506312390823512e-01 5.946395113024998125e-01 6.277498307804663114e-01 6.626671642939321316e-01 4.948425814532542155e+00 5.107477534045107070e+00 5.254733901099632121e+00 1.076047805229654664e+01 1.501513125978098451e+01 2.061736596996777848e+01 5.054483265394972801e+09 6.352337902049013138e+09 7.472301241764291763e+09 0.000000000000000000e+00 2.478226923140252893e+02 2.108007367411004473e-01 2.411764688777789267e+00
3.315000000000000000e+03 2.032268651934886761e-01 3.089773734268886352e-01 4.237099844411496563e-01 5.112399426092522070e+00 5.466178806678178681e+00 6.093472299226958988e+00 2.705991099971786440e+01 1.284388634645351601e+02 4.917137523355332860e+02 5.185520770665692503e-01 9.182397177340374528e-01 1.560170065625545721e+00 8.991226535538530129e+00 9.118125641503397105e+00 9.233696502564118447e+00 2.800513538527787255e-02 2.086525137564815835e-01 2.372126586018619143e+00 8.050967963316398857e-01 9.368187960070359921e-01 1.030734042599965372e+00 4.184022304764780653e-01 4.662200177943205404e-01 5.092430539423858926e-01 1.922508771040979392e-01 3.209381556850576800e-01 4.316642785417407202e-01 5.351373582913330651e+00 5.626957794467640106e+00 6.284547539626208490e+00 1.386826761565663757e+00 2.238126861215803842e+00 3.581385179535496732e+00 6.852865093857408762e+08 8.978094783016946316e+08 1.134189012362741709e+09 0.000000000000000000e+00 2.711764805884100724e+02 2.065864712505492973e-01 1.206736086024372989e+00
3.336000000000000000e+03 3.320655796242698021e-01 4.541883412432324296e-01 5.857215449246443439e-01 2.408296231186725311e+00 3.938293365113270994e+00 4.658411813878069019e+00 3.134264944741797176e+00 3.618198721802894369e+01 3.223004175946683176e+02 4.449524480989471287e-01 6.694839710188159598e-01 9.345156218230863399e-01 9.399439174169977207e+00 9.512529963756005458e+00 9.668557781415195507e+00 2.371124130442847991e-02 1.205911967061032708e-01 1.038480657051132905e+00 1.043919206530008470e+00 1.079684521021661014e+00 1.110362261026817343e+00 7.876130467633553067e-01 8.318375435883282876e-01 8.731336668650299115e-01 4.871284249607272243e-01 5.476630564538602641e-01 6.115899556594546205e-01 3.485528119791933666e+00 4.512959691830309872e+00 4.905377692509309995e+00 1.161134814117513736e+00 1.743265506019179067e+00 2.643061294003795414e+00 1.644253989591013432e+09 2.002816403055025578e+09 2.639085668280306816e+09 0.000000000000000000e+00 2.798269847331814049e+02 1.994468599984416946e-01 8.096659628139413201e-01
3.371000000000000000e+03 4.227376857962481527e-01 6.907202096914508704e-01 1.290609564070103188e+00 1.436377692170172526e+00 3.282439433829598574e+00 4.485135890244837498e+00 4.919717910758458074e-02 1.304132080373946234e+00 1.002884505330074774e+02 1.495791031323483178e-01 7.143192414000885115e-01 1.452234129911388560e+00 1.034258841088068337e+01 1.045751665150682364e+01 1.054814280893530842e+01 7.441814378827193988e-01 4.392349400077060650e+00 1.014958259416546582e+01 9.264835006021456820e-01 9.768440118400268934e-01 1.016083339141792719e+00 1.617927805069185432e+00 1.697040324533226396e+00 1.759462307822216687e+00 1.127790957425593765e+00 1.198132184682794588e+00 1.287175467104947346e+00 1.760102306681656792e+00 2.675147493488727601e+00 3.808032993232838503e+00 4.758686278050425766e-01 9.027080087589519630e-01 3.660867286946762889e+00 1.209195000179743195e+10 1.498460788707874680e+10 1.779089786762020874e+10 0.000000000000000000e+00 2.714889492110272613e+02 2.009837868568077890e-01 7.817299482938533384e-01
3.404000000000000000e+03 5.137794359010297018e-01 6.043389159713288272e-01 7.019302133860337856e-01 4.170705886770435633e+00 4.592323306009585160e+00 4.882333977182897300e+00 1.913773154947455168e+01 1.067974724964316380e+02 4.591760841081760987e+02 1.438793362613012272e+00 1.710407957559874514e+00 1.903685614025332651e+00 1.014715925893755433e+01 1.022955627091667274e+01 1.030555576567529563e+01 2.588692537204256156e-02 1.799152177563132227e-01 1.559406723510934567e+00 1.054238962837235061e+00 1.089936481203184426e+00 1.114188872925517826e+00 7.788637586096284204e-01 8.168695049890697391e-01 8.523505589296871410e-01 7.191586305164334725e-01 7.539023259598387483e-01 7.840869673192725209e-01 4.732343991771574387e+00 4.946924917405874922e+00 5.092063665491544100e+00 1.363239222257440986e+01 1.826896279706637927e+01 2.462437932037759225e+01 9.558732941577127457e+09 1.114445477480252838e+10 1.276922899213273811e+10 0.000000000000000000e+00 4.834544395469754363e+02 2.107123841327570579e-01 1.091543581105526517e+00
3.412000000000000000e+03 4.604758750091925146e-01 6.970677931131877836e-01 9.129480941384361392e-01 3.097540936514851850e+00 4.654243710622917085e+00 5.138342151978689820e+00 4.473838232460518149e+00 6.510672879461651519e+01 4.288335042706483478e+02 5.176366754486416699e-01 9.119199043684810269e-01 1.428461588892558476e+00 9.351391093579016101e+00 9.489005438585470742e+00 9.663572811086893921e+00 2.262435055849721516e-02 1.315960158221230192e-01 1.228424225824553018e+00 8.846674695661147503e-01 1.027279813459976765e+00 1.081281770679571652e+00 8.629981026720805470e-01 9.172854932216640833e-01 9.965056461089303319e-01 6.292854181709728323e-01 7.379868977970556188e-01 8.663539052334179313e-01 3.948051831985539550e+00 5.012686600073884335e+00 5.279641397689079696e+00 1.048410007308169023e+00 2.693121931154080162e+00 4.764475823769554808e+00 1.553794832446136713e+09 1.977650405992226124e+09 2.609842187656363487e+09 0.000000000000000000e+00 -4.228991587009500677e+02 1.942297819018067306e-01 6.904534814499279083e-01
3.432000000000000000e+03 3.046564870227337907e-01 4.055821971311668328e-01 5.045851195328759919e-01 4.399064352431195424e+00 4.842969209153893395e+00 5.140702498803249476e+00 1.964742554663359186e+01 9.808469673428501778e+01 4.093140664860393372e+02 1.071080483597949939e+00 1.471748332212658106e+00 1.796431834380747494e+00 9.067766911483733594e+00 9.166562751484969240e+00 9.260957794543779542e+00 2.797377623573235605e-02 2.123780838498236512e-01 2.290378415899164022e+00 1.003430286662589488e+00 1.045062195702768371e+00 1.078074857479847326e+00 5.829806168265101451e-01 6.296971292873188020e-01 6.726186343807114554e-01 4.874783659602428543e-01 5.449596026043650454e-01 5.907512750471752838e-01 4.924432621772274032e+00 5.148022312611388429e+00 5.308003737421854495e+00 1.268099852337460476e+00 1.807196671621689177e+00 2.492046923807484049e+00 8.086277706339105368e+08 9.731828279175174236e+08 1.151208064415532589e+09 0.000000000000000000e+00 2.779889970644275081e+02 2.048436174578510405e-01 1.275432007971794679e+00
3.451000000000000000e+03 1.536288596821070718e-01 2.531352941700399373e-01 3.284630836892633021e-01 4.400245649530938330e+00 4.791502496118173582e+00 5.024394800866515354e+00 2.368495220527187684e+01 1.350241222564814336e+02 5.281165176936162879e+02 8.790104919066881184e-01 1.172971063637576083e+00 1.507097738341618642e+00 9.006028150163784218e+00 9.120204396836076199e+00 9.237307346770444738e+00 2.647343696106864777e-02 2.121274812112063091e-01 3.212642791814696697e+00 1.086093372706242954e+00 1.108476000302155207e+00 1.126770556766049092e+00 3.875524037341683825e-01 4.345763977407486323e-01 4.879101143377193028e-01 2.827962893639224262e-01 3.377041630735408972e-01 3.897355257358739444e-01 4.805249669938686630e+00 5.022149926626507721e+00 5.148838204994736323e+00 1.478140027743734652e+00 2.085043099308104608e+00 2.671095738579292167e+00 7.225322813454520702e+08 8.958703183567433357e+08 1.110967287349509239e+09 0.000000000000000000e+00 2.811865734133950241e+02 2.109592977601604802e-01 3.066491116489143964e-01
3.458000000000000000e+03 1.937726561190550589e-01 2.929822503293711966e-01 4.098997938230561355e-01 4.206324059889277933e+00 4.682795600751756382e+00 5.027129864469312537e+00 1.510749414957616743e+01 7.938776116235715108e+01 4.122373089188311610e+02 1.453578175844789655e+00 1.707991661856619769e+00 1.906590100788988940e+00 9.516380463642288845e+00 9.636868217229126898e+00 9.727979797426046460e+00 2.404718479233932185e-02 1.549174333047255436e-01 1.260644473480268202e+00 1.026325198623075474e+00 1.076858648355931036e+00 1.108653364441434697e+00 4.970810617048044833e-01 5.569159288135487884e-01 6.001358344228189257e-01 4.705542989103227436e-01 5.075552093001238774e-01 5.420880946945842993e-01 4.777427796760870926e+00 5.004909836359544784e+00 5.155540590574101856e+00 3.395984802180976647e+00 4.936527365078861251e+00 7.334982125483109350e+00 2.274197014512085915e+09 2.836903378076560020e+09 3.362980591491551399e+09 0.000000000000000000e+00 2.663907339899008093e+02 2.086417355754451863e-01 9.878203963263864074e-01
3.591000000000000000e+03 7.606843912910597749e-02 1.434759476366997133e-01 2.350251428683507449e-01 1.414041705935431104e+00 3.009493841501332589e+00 4.097541683832472970e+00 2.930482632680483368e-01 9.006308047666827576e+00 2.344064364114256307e+02 1.479130250146143410e+00 1.777651075784082657e+00 1.935325630780297956e+00 9.469617011736049861e+00 9.582898084911461112e+00 9.687923295879537378e+00 2.084795969192350731e-02 8.966369230618623232e-02 5.823625042226668880e-01 1.020764052688260204e+00 1.068493893257379979e+00 1.120453877014354616e+00 6.667296631200291257e-01 7.091343925065665132e-01 7.420067169785795613e-01 5.948344337622846201e-01 6.550945421500671273e-01 7.119696036829278318e-01 2.794519149795140045e+00 3.618317822596030631e+00 4.346530275854918024e+00 8.505340388542187435e-01 1.099111692290262177e+00 1.594454704400754874e+00 1.808912434743432760e+09 2.224546939682706833e+09 2.678648118936703205e+09 0.000000000000000000e+00 -8.902421082956495866e+02 1.944337200678167010e-01 9.508630948370235814e-01
3.631000000000000000e+03 9.951004132389137946e-02 1.948066744098337078e-01 2.968395799678755775e-01 4.357327172080851518e+00 4.896052444406776338e+00 5.234843665594274498e+00 1.552312635878501013e+01 9.334784023008288045e+01 4.782808494368830452e+02 6.815399593671821465e-01 1.016498620373031958e+00 1.474854758522481379e+00 9.354576139351603814e+00 9.447672234516062417e+00 9.540120190666732114e+00 2.868777840290609449e-02 2.098450987979192939e-01 2.147414823655935390e+00 8.801345079392827175e-01 9.986211691360497023e-01 1.056319412801228763e+00 4.546312853486249028e-01 5.011855566937626349e-01 5.415553446871242960e-01 2.389630763617255071e-01 3.305858711576874498e-01 4.061824423766402514e-01 4.952770264949898582e+00 5.240903257889061528e+00 5.494082629573271426e+00 1.705283997036474153e+00 2.718033804385181273e+00 4.035949982207854170e+00 1.523984434745270729e+09 1.836002231864197731e+09 2.179045057817914009e+09 0.000000000000000000e+00 4.996445943628514783e+02 2.024282235713398548e-01 1.187853379244231622e+00
3.647000000000000000e+03 2.706096938470683999e-01 4.399488593219316734e-01 6.205734179554808216e-01 3.574879742809969230e+00 4.195117913617484540e+00 4.581169396056981924e+00 2.202079083442105567e-01 7.086820094781034918e+00 1.925051472941090367e+02 5.756232521077656594e-01 1.075653187927682497e+00 1.681155905282349261e+00 1.112506712551388333e+01 1.124939695525629801e+01 1.134025285112056025e+01 5.137892398683306538e+01 1.811309173305295985e+02 5.637330009634368935e+02 1.031032277167791777e+00 1.063712153753813006e+00 1.102721578108052602e+00 1.933301058816641715e+00 1.982806960341235936e+00 2.031859245931721070e+00 1.126343501157452298e+00 1.193824951615010121e+00 1.253076524756153942e+00 2.339204942596373460e+00 3.449358552429702574e+00 4.068231849478713968e+00 1.551570426438190345e-60 4.939959875150448298e-18 1.968875708275562308e-04 7.676997008572145081e+10 9.702932381773065186e+10 1.149571884164470520e+11 0.000000000000000000e+00 2.482055172052996568e+02 2.016454948469536823e-01 4.722519082200144491e-01
3.653000000000000000e+03 1.116219905357401648e-01 1.920549765800157183e-01 2.875255676911784852e-01 3.928861860828219310e+00 4.633018547207269577e+00 5.040721551833288849e+00 9.585145604610977088e+00 7.182771515781450944e+01 4.270048877456915761e+02 6.590980880649306428e-01 9.405829837544397165e-01 1.405014267444861797e+00 9.329483163153732050e+00 9.421357847988986123e+00 9.519508113635993141e+00 2.411492132867833899e-02 1.557941417984324561e-01 1.289663500374846228e+00 9.672349419156730521e-01 1.016539892732199357e+00 1.061618807696494526e+00 4.978416480317129356e-01 5.360387086941393875e-01 5.740310996306154934e-01 2.676379005297834790e-01 3.488791462688638489e-01 4.175776129494124245e-01 4.640618696011427957e+00 5.053707000449973563e+00 5.302575027093665128e+00 1.531250333150517395e+00 2.095846654737544057e+00 2.976148729801965764e+00 1.425793745188755989e+09 1.688432318623323202e+09 2.018629587493281603e+09 0.000000000000000000e+00 5.021302173669416220e+02 2.029869150956516710e-01 1.466579408127449913e+00
3.683000000000000000e+03 1.118832297700375289e+00 1.167492156483468602e+00 1.207506612777500710e+00 5.102676472210137426e+00 5.207571651850728678e+00 5.340202835759916944e+00 5.352014434491906059e+01 1.756003959497739686e+02 5.721963635928947269e+02 1.716489560722383345e+00 1.890024627833032822e+00 1.967645344224804305e+00 9.989118115773989004e+00 1.005478438736288638e+01 1.011934514278775055e+01 3.124046655940052736e-02 3.098169003753624140e-01 4.387179733100004420e+00 1.074303687302371690e+00 1.104053838182252667e+00 1.123547634113618576e+00 8.245216105173438503e-01 8.505285314419310794e-01 8.767488198622552797e-01 1.094567221725034400e+00 1.139617939561567539e+00 1.185027688184293382e+00 5.170067967056199087e+00 5.251282023702799506e+00 5.364177552741889343e+00 5.353961821964856682e+01 6.112903270843457904e+01 6.971845188959592576e+01 7.351128653049868584e+09 8.395889645590939522e+09 9.507113466787900925e+09 0.000000000000000000e+00 4.764805648006994829e+02 2.275843417573847893e-01 1.884801773788960633e+00
3.707000000000000000e+03 2.862811574244824575e-01 3.711854443330677711e-01 4.699580707013950032e-01 4.484979154876916674e+00 4.936565352519138195e+00 5.235281070897893407e+00 2.594550901253808917e+01 1.229126307475816446e+02 4.709236766429117438e+02 5.589401184457487570e-01 7.823637950458477430e-01 1.287294529977035085e+00 9.282156369301164389e+00 9.367433992187962133e+00 9.460722812564828388e+00 3.383929427091272868e-02 3.917101585862247104e-01 1.024562877544777173e+01 1.015281004959559308e+00 1.047897854347330515e+00 1.070310934049183427e+00 5.553602555325882761e-01 5.943356359268516798e-01 6.312728663913134142e-01 2.956491122241743374e-01 3.609054521483816558e-01 4.412101779196963558e-01 4.964234310376212100e+00 5.202893309191591875e+00 5.355226286702144733e+00 2.068706692331973240e+00 2.903389496914260626e+00 3.890873599495476398e+00 1.326282723663451195e+09 1.565753334099175453e+09 1.847933387544828892e+09 0.000000000000000000e+00 4.973331044772429550e+02 2.117725202557469710e-01 1.941613467034058349e+00
3.767000000000000000e+03 2.345140821597319070e-01 3.961569694395264407e-01 5.564985704571314695e-01 4.419065220511742886e+00 4.821208715727571814e+00 5.120788678407500072e+00 6.547674839798095503e-01 6.592303859566881918e+00 1.797111555655274060e+02 6.617088225955108927e-01 1.165221427174486513e+00 1.586288274350231564e+00 1.060091469188935775e+01 1.067407705961535669e+01 1.079484058058869422e+01 6.783828621875214537e+01 2.145568279530127711e+02 5.922455311876595943e+02 9.907264658275934943e-01 1.026955848683771988e+00 1.058954597678105181e+00 1.787345833294175623e+00 1.828045213312904593e+00 1.875954957769221831e+00 9.796533003946071849e-01 1.040855711996641730e+00 1.108815133129422925e+00 3.089554887384456272e+00 4.206503942554718378e+00 4.569437131503230276e+00 7.153486786515064067e-35 3.587699536298219142e-12 1.105024855962264633e-03 2.355376013580271149e+10 2.723412355663601685e+10 3.362545593908512115e+10 0.000000000000000000e+00 4.899518344175050402e+02 2.078686471429354587e-01 1.021387984694426043e+00
3.811000000000000000e+03 2.270249794589938863e-01 4.119285128152702646e-01 5.491764741781622883e-01 4.050925009715037106e+00 4.799525169950029202e+00 5.077650264353942511e+00 1.654125284998458056e+01 8.624509414073820324e+01 4.208755365608031411e+02 5.018793383965411969e-01 7.100017298072330840e-01 9.802256576431879198e-01 9.024079438135263587e+00 9.159283372115551103e+00 9.306872260668628272e+00 2.895089791085873193e-02 1.842205398239282477e-01 1.994267074391947059e+00 1.027949290628963785e+00 1.099188194121668793e+00 1.126043456248209340e+00 5.235106170322615382e-01 5.760709830455503777e-01 6.414091053322049651e-01 2.957982582730514509e-01 3.623062876374234520e-01 4.402621094259848156e-01 4.662825382847686662e+00 5.024276996640514525e+00 5.169595140134173761e+00 1.155805334098220616e+00 2.146743858560955509e+00 3.313419307030124550e+00 7.553019073915798664e+08 9.724427891159002781e+08 1.245813901355752707e+09 0.000000000000000000e+00 2.790870768728843245e+02 2.070093473511530335e-01 6.689241296479366827e-01
3.871000000000000000e+03 5.348894385281165870e-02 1.329942218193279346e-01 2.269071707583127373e-01 4.475677339040428748e+00 4.854635042047606319e+00 5.146648725280312142e+00 1.481864935949283790e+01 8.949961808831335475e+01 4.260591505910662704e+02 4.822470334316498186e-01 6.880949584971824962e-01 1.037640361662267585e+00 9.003990936934181732e+00 9.124267696325617294e+00 9.216638325206840676e+00 2.989355027992578184e-02 2.231695973806910038e-01 2.840816882717554837e+00 1.026441902132991135e+00 1.074298012393034796e+00 1.121945909212740178e+00 3.258109592708750002e-01 3.719551932456859333e-01 4.121168191464086306e-01 4.910231636800176103e-02 1.219765118481852539e-01 2.295472531413946804e-01 4.875308991469545994e+00 5.067621175489462892e+00 5.274134783981001107e+00 1.279047779454506761e+00 1.750736707591931562e+00 2.423212752678549187e+00 7.012373546154210567e+08 8.940691724993579388e+08 1.060669773382250190e+09 0.000000000000000000e+00 5.031878090480265087e+02 2.084351829050960503e-01 1.691269720264763077e+00
4.056000000000000000e+03 6.535723811071305622e-01 6.896209517677391876e-01 7.206651217624746586e-01 6.841102400234968073e+00 6.921058191473473897e+00 7.009073233803222891e+00 2.485700078103604369e+02 4.369475883134966239e+02 7.013803790560069729e+02 4.216513784560302347e-01 5.191341624957001022e-01 6.299892183448869698e-01 8.034007186928302957e+00 8.118920428781366994e+00 8.232258721243839616e+00 4.299141618711298934e-02 8.165498250935248059e-01 1.657725194137867319e+01 7.243902658486313095e-01 7.401889416759359630e-01 7.542324542830820544e-01 2.277136070184511141e-01 2.770519628174330506e-01 3.376797003586482493e-01 3.539629889656448758e-01 3.923874869425656442e-01 4.334780931636028067e-01 6.840023920805966995e+00 6.917793239369908420e+00 7.003434023544919285e+00 2.961284026006099523e+00 3.685665460478661615e+00 4.290395370350643667e+00 9.392308639495353401e+07 1.115684424714497924e+08 1.398958948039558232e+08 0.000000000000000000e+00 2.486244395399482698e+02 2.417011497299748346e-01 4.889277909001813249e+00
4.062000000000000000e+03 4.503344167662866049e-01 6.073254507696951299e-01 7.816148708459533800e-01 4.088843398989435052e+00 4.522540802434050100e+00 4.879109328029159087e+00 2.351024923050354931e-01 4.653668333718852246e+00 1.169825455897543804e+02 7.800969863061441023e-01 1.243392175036354574e+00 1.672705755976085396e+00 1.088767065386522326e+01 1.098724097047171000e+01 1.108758582805225856e+01 4.890011937791766883e+01 1.766304962295877488e+02 5.164923719849006147e+02 1.023114089903055079e+00 1.062300468839081358e+00 1.102396653136908933e+00 1.954743490993638089e+00 2.012384916520090883e+00 2.070072494801987517e+00 1.202083877305990534e+00 1.278045886211963023e+00 1.349605783314018703e+00 2.593167461858397971e+00 3.749927373292663457e+00 4.227666925839793421e+00 1.107473710125786111e-38 2.166654447573087228e-12 4.560115538826614405e-03 4.490461304451500702e+10 5.408929344290661621e+10 6.492468643710989380e+10 0.000000000000000000e+00 4.889852348824209685e+02 2.008815371213649448e-01 5.500818950114287897e-01
4.171000000000000000e+03 1.022665738040998917e+00 1.299928842719560773e+00 1.423422721889644693e+00 4.401227770723108002e+00 5.022597594799735887e+00 5.200145391408600659e+00 1.511042089517894027e+01 7.110487233938943064e+01 4.242013168145651321e+02 1.313722578159725929e+00 1.697159814846312287e+00 1.913236538188980207e+00 1.042656935347769043e+01 1.053970789393750707e+01 1.076527621759317732e+01 2.316771103499541684e-02 1.511620093200859161e-01 1.966677639711974068e+00 1.093877324005053220e+00 1.116815747891864330e+00 1.130613446515347897e+00 1.025696315871474695e+00 1.066681060891649935e+00 1.153930982352109780e+00 1.140933819960336715e+00 1.198481567597479369e+00 1.267163513683514875e+00 4.642976237464581324e+00 5.094022831657224692e+00 5.221314579266179479e+00 4.874032671645944248e+01 9.696826529887268009e+01 1.290405526802150860e+02 1.973204583033586121e+10 2.441093894702653885e+10 3.695558806515230560e+10 0.000000000000000000e+00 -2.175026694629303563e+02 2.113452336995359782e-01 1.397308504719223299e+00
4.187000000000000000e+03 3.230648858920883715e-01 4.250834693285987509e-01 5.885916126715695640e-01 4.869761566724065460e+00 5.106276735726324567e+00 5.273779461786874734e+00 3.954318495935564215e+01 1.639977001917758628e+02 5.489975217723344940e+02 7.153644778118016800e-01 1.383485458342406105e+00 1.759946808594757606e+00 9.702125184297992533e+00 9.826537625806482268e+00 9.920208175596451738e+00 2.901486865498320925e-02 3.164877033001857187e-01 3.931804341915664747e+00 9.962122695932500438e-01 1.049942212038726286e+00 1.103931301739622839e+00 4.830011849384796552e-01 5.321338235420878249e-01 5.825560619355500958e-01 4.186608551989674520e-01 4.827936255004861010e-01 5.282111866289744828e-01 5.154208750003384409e+00 5.277294167044590090e+00 5.413132707353063289e+00 9.298746561863042714e+00 1.332763032196707442e+01 2.220150660250440922e+01 3.722354485996077538e+09 4.630488974271652222e+09 5.515372544119566917e+09 0.000000000000000000e+00 2.540562049398458271e+02 2.098621628162042063e-01 1.178577753492619618e+00
4.216000000000000000e+03 1.531444286100572150e+00 1.721676823322678240e+00 1.855904397119084726e+00 4.133879020816035421e+00 4.757911729231169673e+00 5.092159302958982892e+00 1.779119014375703856e+01 1.039388878057057184e+02 4.657836392930301486e+02 3.440339008742555604e-01 4.863486470910659554e-01 6.953482339054277706e-01 1.104052390867759748e+01 1.111847886242015271e+01 1.119997652860263315e+01 2.759185781231407800e-02 2.195226928611444528e-01 2.782407193386604582e+00 1.011726497979214434e+00 1.035204179650712986e+00 1.057685438201795280e+00 1.454172743337145857e+00 1.483000055689046803e+00 1.517940396021290717e+00 1.245615836903991802e+00 1.284532620791722479e+00 1.332669655385832597e+00 4.770241196108901960e+00 5.112145778207513480e+00 5.302029894093521101e+00 8.810667822695184270e+01 1.357014597986854483e+02 1.802106534309958761e+02 7.447154047402853394e+10 8.581566667018319702e+10 9.909080945292868042e+10 0.000000000000000000e+00 4.667148035719185941e+02 2.099469246234370867e-01 9.217161888991312058e-01
4.348000000000000000e+03 1.408793697448483595e+00 1.560559394468392425e+00 1.789261927653104101e+00 4.164319714704610043e+00 4.727204727904314119e+00 5.096680814177923402e+00 2.464198636718627000e+01 1.199874533640951029e+02 5.088293285833283335e+02 6.555989264323802690e-01 1.372252542686076326e+00 1.779508858207343724e+00 1.033935076145762011e+01 1.042801476502025615e+01 1.050715910128283070e+01 2.988455936498211549e-02 2.356568232902551130e-01 2.650011965087540222e+00 1.015241139032148965e+00 1.040426966237733675e+00 1.066452084424460933e+00 1.393232696244648849e+00 1.429014737649627165e+00 1.465371979488242715e+00 1.334807222916424507e+00 1.401511655318028460e+00 1.446522199150262367e+00 4.818510513187886701e+00 5.100558069535928496e+00 5.295522701485162465e+00 1.940984306204577692e+01 2.696317585707837594e+01 4.227621788710916206e+01 1.497337812362620735e+10 1.756006842818952179e+10 2.025241663545000076e+10 0.000000000000000000e+00 2.568941997616244635e+02 2.041277576602057164e-01 1.458162418224872026e+00
4.376000000000000000e+03 1.630811284519799065e+00 1.796454108828835050e+00 1.963427973800857984e+00 4.994411657741370192e+00 5.172339557374117547e+00 5.279989927020632301e+00 5.988539284177377198e+01 2.468010825470284146e+02 6.300651288651185951e+02 7.504771954862144989e-01 1.707700170194718314e+00 1.917451461137970714e+00 1.090946068056346618e+01 1.094506220418587361e+01 1.098436507996031608e+01 1.052311012472418916e+01 6.933921703369576051e+01 3.690906562162967930e+02 1.025493705329433514e+00 1.068859314740581823e+00 1.104202880550649635e+00 1.542962439592099111e+00 1.590380277713766333e+00 1.639993520070845534e+00 1.366828252625076789e+00 1.425972778030185850e+00 1.496503915127199491e+00 5.122082333516136288e+00 5.216312570587487762e+00 5.317337218460821191e+00 6.886915227576836940e-02 2.283312351848907440e+01 7.046117007967605161e+01 5.574299942954857635e+10 6.003829808537090302e+10 6.421648450189158630e+10 0.000000000000000000e+00 4.551937965276390514e+02 2.280895049611947889e-01 4.034042704811168001e+00
4.459000000000000000e+03 2.259405554392971138e-01 4.086379872845666839e-01 5.991521211041400674e-01 4.326850170795678352e+00 4.746047253745566685e+00 5.097737893380489993e+00 8.486412127001836669e-01 1.017605767233055403e+01 1.624072990233820235e+02 6.416252126979902215e-01 1.185630865921303734e+00 1.666215575411534200e+00 1.024287932607814966e+01 1.030937945263326583e+01 1.042297610515788975e+01 4.708310187713676243e+01 1.725699715380344799e+02 5.337941986138413313e+02 9.979810762711990302e-01 1.036631661493997214e+00 1.074847590340499925e+00 1.767177080213068630e+00 1.816646308140725807e+00 1.871814826353845884e+00 9.640111723869090321e-01 1.039170130843011464e+00 1.114356005546025541e+00 3.198997737353178383e+00 4.236418172004848159e+00 4.544645767354673183e+00 2.848930498937970862e-30 1.834525264051490781e-09 6.734448378175548686e-03 1.029078458670705414e+10 1.191140622989113998e+10 1.449480874575626564e+10 0.000000000000000000e+00 2.711180917109621191e+02 2.029110305848852713e-01 5.510490237058011109e-01
4.529000000000000000e+03 1.609937045444729542e-01 3.190172951728615924e-01 4.941961344025229130e-01 2.172674327721712650e+00 3.466264061478117497e+00 4.099259823872052344e+00 3.571261641208303694e-01 1.775300005534315773e+01 2.569061694087092178e+02 8.151941488412903780e-01 1.328212171758946125e+00 1.784377122021030493e+00 1.125328160298952085e+01 1.133017605802855954e+01 1.146495660804702332e+01 3.553831275427880598e+01 1.350756543306769117e+02 5.163753359487401440e+02 9.827890861676535916e-01 1.022876712050198034e+00 1.054679291586906986e+00 2.036504944287913510e+00 2.094808244602425873e+00 2.170826538838869002e+00 1.217810684189955639e+00 1.282007103324708908e+00 1.350681171936180647e+00 1.448944588792484778e+00 3.040261848063080308e+00 3.693054980949654897e+00 3.693727256535256347e-108 1.694965605715364706e-26 4.456139001322648310e-06 9.786033181095353699e+10 1.135586349138285217e+11 1.477883956618836060e+11 0.000000000000000000e+00 2.451547959708138649e+02 1.939486221306657154e-01 8.535142461469943376e-01
