# ID    tau_v16   tau_v50   tau_v84   age_mw16   age_mw50   age_mw84   Mstar16   Mstar50   Mstar84   SFR16_7   SFR50_7   SFR84_7   SFR16_8   SFR50_8   SFR84_8 
  10056         1.572   1.572   2.287   9.075   9.225   9.225   9.647   9.717   9.727 0.202   0.292   0.302 0.212   0.297   0.322
  10075         4.572   4.572   4.572   8.725   8.725   8.725   9.047   9.057   9.062 0.087   0.097   0.102 0.092   0.102   0.107
  10099         0.872   1.832   3.037   8.825   8.925   9.275   9.807   9.842   9.977 0.432   0.602   0.837 0.422   0.612   0.837
  10246         0.447   0.547   0.547   8.725   8.725   8.725   9.042   9.092   9.092 0.042   0.112   0.117 0.057   0.122   0.127
  1025         1.772   4.587   4.587   9.125   9.125   9.175   9.612   9.632   9.762 0.108   0.088   0.332 0.098   0.078   0.342
  10413         1.527   1.742   4.012   9.075   9.075   9.325   11.160   11.190   11.280 1.692   1.767   1.842 1.707   1.782   1.847
  10465         1.147   1.147   1.147   8.725   8.725   8.725   9.287   9.292   9.297 0.327   0.332   0.337 0.337   0.342   0.347
  10496         1.117   2.057   2.477   9.325   9.425   9.475   10.490   10.520   10.560 0.457   0.572   0.682 0.472   0.577   0.697
  10679         0.432   0.432   0.432   8.775   8.775   8.775   9.677   9.707   9.717 0.772   0.787   0.797 0.777   0.792   0.802
  11058         1.337   1.712   3.037   8.625   8.725   8.775   9.637   9.657   9.702 0.667   0.702   0.832 0.677   0.717   0.837
  11156         0.737   0.737   0.737   8.425   8.425   8.425   9.052   9.062   9.067 0.427   0.442   0.442 0.432   0.447   0.447
  11425         0.422   0.422   0.487   8.625   8.675   8.675   8.952   8.967   8.977 0.052   0.067   0.182 0.067   0.082   0.182
  11618         0.362   0.957   1.672   8.675   8.925   9.075   10.220   10.310   10.340 0.707   1.142   1.327 0.722   1.152   1.337
  11981         2.607   2.607   2.607   9.275   9.275   9.275   10.580   10.580   10.590 0.038   0.033   0.023 0.028   0.023   0.013
  1205         1.047   1.047   1.127   8.425   8.475   8.475   8.807   8.832   8.842 0.142   0.152   0.172 0.147   0.162   0.182
  12216         0.747   1.332   2.297   8.925   8.975   9.125   9.547   9.597   9.642 0.227   0.382   0.442 0.232   0.387   0.442
  12304         0.337   0.337   3.832   8.475   8.725   8.725   9.457   9.517   9.542 0.547   0.577   0.807 0.557   0.592   0.807
  12354         0.492   0.707   2.357   8.475   8.475   8.525   8.927   8.952   8.967 0.202   0.282   0.292 0.207   0.287   0.297
  1256         2.952   2.952   2.952   9.175   9.175   9.175   11.350   11.350   11.360 0.967   0.972   0.977 0.987   0.992   0.997
  12588         0.572   1.112   2.002   8.525   8.825   9.075   9.132   9.217   9.352 0.137   0.167   0.472 0.147   0.172   0.477
  12829         0.682   0.682   0.682   9.225   9.225   9.225   9.537   9.552   9.557 0.127   0.137   0.142 0.127   0.137   0.142
  12997         0.502   0.702   1.132   8.575   8.625   8.625   9.472   9.492   9.512 0.657   0.712   0.737 0.667   0.712   0.737
  13086         1.172   1.942   1.942   8.325   8.325   8.325   8.987   8.997   9.002 0.472   0.477   0.487 0.482   0.487   0.497
  13097         1.532   2.297   3.207   8.675   8.825   9.025   10.340   10.380   10.430 1.197   1.392   1.422 1.212   1.392   1.422
  13249         4.097   4.097   4.097   8.975   8.975   8.975   9.847   9.857   9.862 0.378   0.368   0.363 0.373   0.363   0.358
  13312         0.767   1.782   1.782   8.625   8.925   9.225   9.312   9.372   9.477 0.948   0.263   0.012 0.943   0.258   0.027
  13400         1.587   2.272   2.272   8.275   9.225   9.225   9.487   9.537   9.562 0.997   1.442   1.467 1.007   1.442   1.467
  13601         1.957   1.957   2.657   8.875   8.975   8.975   11.070   11.090   11.120 1.612   1.627   1.982 1.627   1.642   1.992
  13637         1.952   1.952   1.952   9.125   9.125   9.125   10.450   10.450   10.460 0.253   0.248   0.238 0.238   0.233   0.223
  13890         1.002   1.002   1.002   8.975   8.975   8.975   9.282   9.292   9.297 0.048   0.038   0.033 0.033   0.023   0.018
  13903         1.097   1.097   1.097   8.775   8.775   8.775   9.372   9.382   9.392 0.497   0.507   0.512 0.437   0.447   0.457
  13995         0.352   0.637   2.022   8.025   8.275   8.675   8.792   8.892   8.937 0.172   0.412   0.557 0.177   0.417   0.557
  14098         1.597   1.632   1.732   8.425   8.575   8.625   9.477   9.502   9.512 0.672   0.727   0.862 0.682   0.732   0.862
  14099         0.767   1.382   3.267   8.475   8.725   8.775   9.757   9.782   9.802 0.847   0.922   1.117 0.852   0.927   1.122
  14222         0.787   0.827   2.527   8.725   8.975   9.075   9.097   9.157   9.227 0.068   0.063   0.192 0.063   0.058   0.197
  14246         3.747   4.197   4.197   8.525   8.575   8.575   10.410   10.510   10.520 1.687   1.767   1.777 1.692   1.772   1.782
  14288         0.737   0.737   1.192   8.225   8.225   9.275   9.027   9.042   9.227 0.597   0.612   0.837 0.602   0.617   0.837
  143         0.467   0.677   0.887   8.825   9.075   9.225   9.367   9.507   9.587 0.167   0.242   0.317 0.172   0.252   0.327
  14637         1.212   1.867   3.392   8.825   8.975   9.125   10.130   10.190   10.280 0.812   1.032   1.177 0.822   1.032   1.182
  14650         4.037   4.037   4.037   8.875   8.875   8.875   8.952   8.952   8.952 0.098   0.098   0.098 0.093   0.093   0.093
  14773         2.772   2.772   2.772   9.275   9.275   9.275   9.597   9.597   9.597 0.727   0.727   0.727 0.732   0.732   0.732
  14782         0.632   0.642   0.642   8.325   8.325   8.425   9.472   9.487   9.502 0.882   0.927   0.962 0.892   0.937   0.972
  15122         0.942   1.237   1.722   8.925   9.075   9.225   10.100   10.130   10.230 0.757   0.817   0.932 0.767   0.827   0.942
  15154         1.252   1.252   1.252   9.125   9.125   9.125   9.252   9.257   9.267 1.508   1.503   1.493 1.493   1.488   1.478
  15300         0.087   0.402   0.402   8.825   8.825   8.975   8.922   8.942   9.067 0.043   0.322   0.342 0.043   0.013   0.007
  15336         3.362   3.362   3.362   9.425   9.425   9.425   11.140   11.150   11.160 0.447   0.457   0.462 0.457   0.467   0.472
  15585         0.552   0.552   0.927   8.125   8.975   8.975   8.982   9.132   9.142 0.253   0.248   0.662 0.667   0.697   0.702
  15704         1.187   1.187   1.562   7.775   8.025   8.325   9.112   9.117   9.252 0.712   0.947   1.117 0.717   0.862   1.127
  15746         0.002   0.002   0.002   7.075   7.075   7.075   7.002   7.002   7.002 2.998   2.998   2.998 2.998   2.998   2.998
